,subject,exam_type,class,hours_of_studying,participation_in_group,group_parlagrims,individual_paralligms,assigments_individual,assigments_group,previous_marks,panctuality,Predicted Marks
1417,14,4,5,1.671018276762402,50.0,70.28571428571429,0.0,63.0,63.0,58,55.55555555555556,13
1418,14,3,4,89.1566265060241,50.0,40.4,55.25,57.4,57.4,56,50.0,20
1419,2,4,5,13.600000000000001,66.66666666666666,37.9,54.5,44.9,44.9,89,61.53846153846154,20
1420,15,0,5,44.874155923879684,37.5,31.6,46.0,24.0,24.0,99,71.42857142857143,27
1421,4,0,1,88.01431127012522,37.5,62.8,22.5,48.2,48.2,11,44.44444444444444,11
1422,12,2,4,71.32216014897578,25.0,0.0,0.0,0.0,0.0,4,0.0,15
1423,1,3,2,83.03130148270182,0.0,30.625,0.0,25.375,25.375,40,43.75,21
1424,11,0,5,78.14313346228239,11.11111111111111,0.0,66.0,0.0,0.0,93,22.22222222222222,22
1425,10,2,1,90.00543183052689,100.0,63.714285714285715,60.0,37.285714285714285,37.285714285714285,55,68.75,25
1426,7,2,3,43.627450980392155,33.33333333333333,0.0,50.4,0.0,0.0,45,16.666666666666664,13
1427,14,4,1,28.971962616822427,100.0,47.4,86.5,45.0,45.0,14,50.0,3
1428,11,0,3,36.36363636363637,100.0,59.857142857142854,67.0,74.85714285714286,74.85714285714286,6,50.0,4
1429,0,2,6,53.01339285714286,66.66666666666666,51.0,46.4,53.8,53.8,90,42.857142857142854,22
1430,16,3,4,33.761160714285715,100.0,66.71428571428571,0.0,29.428571428571427,29.428571428571427,55,50.0,25
1431,2,4,1,64.06926406926407,100.0,59.0,45.0,51.0,51.0,27,23.076923076923077,13
1432,7,2,6,56.30662020905923,71.42857142857143,48.666666666666664,47.57142857142857,59.0,59.0,16,40.0,9
1433,5,0,2,55.319148936170215,66.66666666666666,53.833333333333336,35.333333333333336,27.833333333333332,27.833333333333332,65,50.0,21
1434,3,0,1,70.19334049409237,0.0,0.0,69.0,0.0,0.0,41,0.0,5
1435,1,3,6,3.968253968253968,88.88888888888889,58.75,31.0,57.0,57.0,52,45.45454545454545,13
1436,9,0,3,30.392156862745097,83.33333333333334,30.0,44.166666666666664,82.0,82.0,36,40.0,15
1437,4,3,4,96.74109837054918,60.0,77.0,45.2,39.333333333333336,39.333333333333336,43,30.0,12
1438,0,0,1,62.5,50.0,41.833333333333336,51.44444444444444,37.166666666666664,37.166666666666664,0,22.22222222222222,2
1439,1,2,4,22.166666666666668,66.66666666666666,65.5,52.25,50.5,50.5,16,66.66666666666666,3
1440,10,4,5,1.361573373676248,33.33333333333333,34.22222222222222,50.44444444444444,50.333333333333336,50.333333333333336,58,38.46153846153847,5
1441,7,0,5,82.88677614520311,0.0,40.5,61.6,75.5,75.5,25,72.72727272727273,8
1442,12,2,1,2.7210884353741496,14.285714285714285,0.0,56.57142857142857,0.0,0.0,26,40.0,3
1443,4,3,4,0.45662100456621,62.5,56.4,39.666666666666664,51.6,51.6,37,63.63636363636363,7
1444,11,2,5,15.789473684210526,40.0,0.0,31.8,0.0,0.0,44,37.5,16
1445,12,4,3,34.63235294117647,11.11111111111111,34.625,0.0,48.625,48.625,15,11.11111111111111,5
1446,1,3,6,44.14414414414414,100.0,54.5,61.75,38.0,38.0,3,38.46153846153847,4
1447,1,4,4,93.41142020497803,100.0,57.42857142857143,50.42857142857143,72.42857142857143,72.42857142857143,96,35.714285714285715,32
1448,8,4,5,72.09302325581395,40.0,74.5,47.111111111111114,49.25,49.25,37,36.36363636363637,5
1449,12,2,4,67.51381215469613,100.0,53.25,47.2,42.375,42.375,71,22.22222222222222,22
1450,1,2,4,58.23719427780342,0.0,0.0,57.2,0.0,0.0,14,37.5,6
1451,6,3,2,41.74917491749175,44.44444444444444,50.6,44.111111111111114,76.0,76.0,95,61.53846153846154,23
1452,11,3,2,62.74987810823988,100.0,38.0,74.33333333333333,36.0,36.0,80,57.14285714285714,27
1453,4,1,6,37.18912666281087,70.0,26.5,49.2,48.5,48.5,12,58.333333333333336,12
1454,14,2,4,53.68589743589743,100.0,64.6,61.5,51.0,51.0,45,66.66666666666666,17
1455,10,1,6,59.909909909909906,83.33333333333334,38.888888888888886,39.333333333333336,42.111111111111114,42.111111111111114,4,77.77777777777779,18
1456,8,1,4,38.62068965517241,100.0,48.5,29.0,66.33333333333333,66.33333333333333,15,73.33333333333333,19
1457,11,0,5,29.09698996655518,75.0,49.0,45.55555555555556,44.0,44.0,19,0.0,0
1458,15,0,3,70.99056603773585,0.0,57.833333333333336,39.666666666666664,39.0,39.0,80,43.75,14
1459,14,1,2,50.40650406504065,100.0,31.666666666666668,47.0,27.333333333333332,27.333333333333332,95,69.23076923076923,36
1460,4,3,4,25.13881877839475,0.0,59.333333333333336,54.666666666666664,38.333333333333336,38.333333333333336,71,69.23076923076923,6
1461,0,2,4,39.180537772087064,100.0,76.2,67.3,35.0,35.0,73,50.0,14
1462,6,2,4,51.50501672240802,75.0,59.333333333333336,57.714285714285715,29.5,29.5,78,53.84615384615385,19
1463,4,0,1,14.641744548286603,0.0,57.0,30.0,50.142857142857146,50.142857142857146,51,42.857142857142854,2
1464,4,4,1,42.80442804428044,25.0,52.875,39.44444444444444,26.875,26.875,76,33.33333333333333,12
1465,10,0,1,63.83689839572193,70.0,38.0,53.714285714285715,47.333333333333336,47.333333333333336,66,33.33333333333333,20
1466,7,4,3,88.7352790578597,60.0,32.4,0.0,58.9,58.9,86,66.66666666666666,43
1467,8,2,5,30.0,100.0,0.0,48.0,0.0,0.0,10,40.0,18
1468,1,2,5,38.60182370820669,66.66666666666666,57.3,0.0,47.2,47.2,11,55.00000000000001,14
1469,9,2,4,35.18789653489507,12.5,53.0,44.333333333333336,57.0,57.0,20,33.33333333333333,-2
1470,2,2,5,2.5688073394495414,40.0,59.5,0.0,53.2,53.2,1,40.0,0
1471,2,0,2,4.495747266099635,50.0,71.0,36.25,52.5,52.5,46,42.857142857142854,2
1472,13,2,3,77.6386404293381,0.0,56.75,57.25,58.75,58.75,46,46.666666666666664,5
1473,7,2,1,44.60431654676259,0.0,31.333333333333332,54.333333333333336,63.333333333333336,63.333333333333336,80,0.0,6
1474,5,2,2,73.24595219737856,0.0,36.666666666666664,55.0,56.833333333333336,56.833333333333336,79,46.666666666666664,16
1475,0,4,5,45.23946912867859,100.0,30.0,46.22222222222222,70.5,70.5,12,57.14285714285714,17
1476,11,4,6,50.478589420654906,100.0,46.0,61.3,42.25,42.25,29,57.14285714285714,15
1477,9,0,4,62.60869565217392,0.0,52.4,38.75,71.2,71.2,8,29.411764705882355,-2
1478,6,4,5,14.146341463414632,0.0,52.375,39.5,55.25,55.25,70,55.55555555555556,6
1479,12,2,6,91.39406139909411,60.0,55.1,49.8,49.6,49.6,2,47.368421052631575,9
1480,1,2,2,28.252299605781868,55.55555555555556,26.5,35.1,97.5,97.5,20,72.72727272727273,15
1481,0,3,2,35.74730354391371,50.0,61.42857142857143,36.888888888888886,64.71428571428571,64.71428571428571,77,37.5,15
1482,11,3,6,57.7906976744186,33.33333333333333,55.0,67.0,37.42857142857143,37.42857142857143,94,12.5,10
1483,13,2,2,63.73314407381121,14.285714285714285,0.0,42.75,0.0,0.0,83,0.0,20
1484,5,2,1,8.525671219971738,33.33333333333333,47.166666666666664,61.666666666666664,44.166666666666664,44.166666666666664,60,50.0,4
1485,16,4,4,81.76959619952494,71.42857142857143,56.22222222222222,32.0,43.55555555555556,43.55555555555556,86,26.31578947368421,26
1486,5,2,4,82.3943661971831,40.0,0.0,96.5,0.0,0.0,77,42.857142857142854,21
1487,4,2,3,89.39304655274013,100.0,55.5,53.625,27.833333333333332,27.833333333333332,26,66.66666666666666,22
1488,16,4,1,80.87478559176672,42.857142857142854,0.0,37.666666666666664,0.0,0.0,6,16.666666666666664,15
1489,13,0,2,34.94505494505494,40.0,28.0,25.75,40.8,40.8,64,46.15384615384615,20
1490,12,2,5,3.2538955087076076,83.33333333333334,34.0,54.285714285714285,38.666666666666664,38.666666666666664,59,53.84615384615385,15
1491,11,1,6,4.07673860911271,100.0,53.5,65.66666666666667,58.75,58.75,100,42.857142857142854,18
1492,1,4,6,68.49547511312217,0.0,55.3,65.5,63.4,63.4,23,63.63636363636363,0
1493,10,3,4,13.457694870086609,50.0,43.857142857142854,49.0,60.42857142857143,60.42857142857143,80,66.66666666666666,17
1494,15,0,1,69.17098445595855,100.0,47.666666666666664,81.0,59.0,59.0,39,40.0,14
1495,2,0,5,73.06380905991232,100.0,49.5,43.5,54.5,54.5,60,50.0,27
1496,15,2,4,1.6516516516516515,28.57142857142857,76.0,32.1,72.66666666666667,72.66666666666667,28,63.63636363636363,-1
1497,7,2,3,70.47738693467338,25.0,78.5,60.875,66.66666666666667,66.66666666666667,68,26.666666666666668,4
1498,5,0,2,98.53137516688919,25.0,42.75,39.0,46.5,46.5,33,50.0,16
1499,12,4,3,91.83673469387756,44.44444444444444,29.285714285714285,63.111111111111114,32.57142857142857,32.57142857142857,54,25.0,17
1500,15,2,6,38.646055437100216,0.0,67.125,84.0,48.75,48.75,96,60.0,3
1501,16,1,6,11.442193087008343,33.33333333333333,56.0,53.0,47.25,47.25,88,23.076923076923077,6
1502,6,2,1,69.76082004555809,100.0,48.375,62.4,47.375,47.375,60,38.46153846153847,21
1503,12,4,3,39.53488372093023,66.66666666666666,52.5,49.666666666666664,20.5,20.5,40,100.0,19
1504,6,2,2,47.745358090185675,50.0,68.25,54.166666666666664,49.375,49.375,100,37.5,16
1505,15,2,6,14.35257410296412,100.0,45.4,0.0,51.4,51.4,24,50.0,20
1506,6,3,2,64.5397489539749,50.0,40.0,34.7,49.0,49.0,45,50.0,19
1507,9,0,2,18.681318681318682,66.66666666666666,44.833333333333336,44.5,50.0,50.0,17,44.44444444444444,5
1508,12,0,3,74.77064220183486,0.0,40.857142857142854,50.333333333333336,38.0,38.0,90,40.0,17
1509,12,4,5,42.78438030560272,0.0,37.25,50.4,36.75,36.75,57,42.857142857142854,6
1510,3,2,5,83.87096774193549,75.0,88.0,27.5,53.5,53.5,98,50.0,28
1511,4,0,1,79.82456140350878,12.5,42.5,0.0,49.333333333333336,49.333333333333336,84,36.36363636363637,28
1512,5,0,1,45.85427135678392,71.42857142857143,60.111111111111114,51.77777777777778,54.44444444444444,54.44444444444444,72,57.14285714285714,18
1513,11,4,1,27.241379310344826,50.0,54.4,52.5,58.8,58.8,20,76.92307692307693,6
1514,12,4,6,7.453874538745388,83.33333333333334,54.0,49.0,37.75,37.75,41,60.0,10
1515,2,2,1,57.434052757793765,0.0,42.625,42.5,52.875,52.875,48,40.0,7
1516,13,2,2,46.03174603174603,40.0,54.6,26.333333333333332,34.4,34.4,28,57.14285714285714,11
1517,2,0,1,97.22222222222221,100.0,32.166666666666664,40.0,54.333333333333336,54.333333333333336,8,50.0,25
1518,8,0,2,20.996978851963746,66.66666666666666,51.9,38.8,49.9,49.9,29,38.46153846153847,7
1519,2,0,3,48.93617021276596,33.33333333333333,47.5,64.66666666666667,90.5,90.5,93,37.5,14
1520,6,2,1,9.276729559748427,40.0,44.0,61.0,32.8,32.8,77,14.285714285714285,4
1521,15,0,5,59.45945945945946,83.33333333333334,44.142857142857146,41.285714285714285,54.42857142857143,54.42857142857143,14,28.57142857142857,11
1522,14,3,2,58.831430490261916,16.666666666666664,61.5,6.5,49.0,49.0,46,60.0,16
1523,3,0,5,75.0,80.0,30.75,23.0,48.25,48.25,31,35.294117647058826,24
1524,5,0,5,55.23581135091926,60.0,36.7,0.0,67.0,67.0,57,60.0,30
1525,1,2,2,20.211161387631975,50.0,53.5,59.4,60.0,60.0,27,40.0,0
1526,8,3,4,52.37366003062787,55.55555555555556,55.0,68.0,43.5,43.5,63,77.77777777777779,16
1527,1,3,4,43.26805385556916,71.42857142857143,0.0,29.75,0.0,0.0,84,70.0,39
1528,4,0,1,3.414634146341464,0.0,57.111111111111114,42.375,31.555555555555557,31.555555555555557,43,66.66666666666666,0
1529,14,2,4,23.985239852398525,0.0,48.0,14.5,43.625,43.625,3,44.44444444444444,-1
1530,3,4,6,64.84375,100.0,36.5,21.5,68.0,68.0,11,22.22222222222222,18
1531,6,2,3,62.5,14.285714285714285,55.5,29.25,70.0,70.0,51,55.55555555555556,13
1532,12,0,2,11.080332409972298,100.0,42.44444444444444,27.0,60.77777777777778,60.77777777777778,3,50.0,11
1533,7,0,4,2.8342575477510783,50.0,76.0,62.0,51.857142857142854,51.857142857142854,6,55.55555555555556,-9
1534,8,4,5,43.27009936766034,83.33333333333334,0.0,30.0,0.0,0.0,17,33.33333333333333,21
1535,11,2,5,41.245136186770424,0.0,44.8,67.25,65.0,65.0,57,50.0,2
1536,13,4,4,25.078698845750264,83.33333333333334,55.4,50.4,50.9,50.9,79,50.0,18
1537,9,1,6,20.595533498759306,0.0,0.0,27.666666666666668,0.0,0.0,78,22.22222222222222,16
1538,12,2,6,68.23863636363636,50.0,53.666666666666664,68.0,42.0,42.0,35,60.0,9
1539,16,0,3,44.43021766965429,50.0,55.3,45.0,60.0,60.0,45,60.0,12
1540,10,4,6,2.6004728132387704,12.5,33.0,62.75,55.57142857142857,55.57142857142857,40,50.0,-1
1541,2,1,4,98.68421052631578,0.0,42.25,13.5,38.125,38.125,39,37.5,17
1542,0,2,4,41.25560538116592,100.0,42.333333333333336,0.0,65.33333333333333,65.33333333333333,5,12.5,15
1543,7,4,1,27.136431784107945,83.33333333333334,32.5,0.0,42.5,42.5,4,66.66666666666666,21
1544,14,2,6,55.05984766050055,0.0,0.0,0.0,0.0,0.0,53,50.0,26
1545,2,4,5,55.15151515151515,0.0,35.57142857142857,44.5,63.142857142857146,63.142857142857146,19,68.75,6
1546,10,2,6,90.39780521262003,0.0,40.333333333333336,59.5,33.166666666666664,33.166666666666664,30,64.28571428571429,9
1547,9,0,2,99.35064935064936,25.0,75.0,59.0,44.0,44.0,4,53.84615384615385,1
1548,8,4,5,36.84992570579495,0.0,56.625,66.28571428571429,33.75,33.75,48,50.0,-1
1549,5,4,4,38.95809739524349,20.0,48.0,52.666666666666664,51.5,51.5,39,68.75,7
1550,4,2,5,20.857142857142858,25.0,62.666666666666664,64.57142857142857,31.333333333333332,31.333333333333332,91,60.0,8
1551,9,4,5,93.0064308681672,87.5,56.0,0.0,38.0,38.0,95,63.63636363636363,44
1552,2,4,6,10.582010582010582,0.0,58.375,56.4,68.0,68.0,18,58.333333333333336,-8
1553,2,2,5,80.3000968054211,0.0,64.33333333333333,40.8,39.666666666666664,39.666666666666664,74,75.0,17
1554,16,3,4,61.07445805843545,10.0,0.0,54.2,0.0,0.0,89,42.857142857142854,24
1555,12,4,1,100.0,0.0,0.0,57.0,0.0,0.0,91,25.0,26
1556,2,3,6,87.96992481203007,66.66666666666666,73.85714285714286,56.4,58.42857142857143,58.42857142857143,66,41.66666666666667,16
1557,15,2,4,4.948301329394387,100.0,50.333333333333336,52.3,49.333333333333336,49.333333333333336,58,16.666666666666664,9
1558,3,2,5,42.43255601280293,100.0,29.875,54.666666666666664,33.625,33.625,67,43.75,24
1559,6,4,5,26.156941649899395,100.0,45.0,0.0,38.4,38.4,100,73.33333333333333,41
1560,8,4,5,13.46578366445916,0.0,44.625,49.6,50.375,50.375,38,61.53846153846154,0
1561,8,4,3,65.60000000000001,83.33333333333334,62.44444444444444,68.66666666666667,42.666666666666664,42.666666666666664,16,62.5,9
1562,2,4,3,41.386138613861384,100.0,47.0,46.111111111111114,31.75,31.75,69,57.14285714285714,25
1563,8,3,6,96.29990262901656,100.0,35.2,0.0,57.0,57.0,32,33.33333333333333,34
1564,14,3,2,2.9638411381149967,33.33333333333333,66.83333333333333,65.44444444444444,32.0,32.0,72,25.0,-2
1565,5,0,5,96.63072776280323,100.0,44.0,55.55555555555556,83.0,83.0,28,80.0,27
1566,6,4,4,38.95582329317269,80.0,44.857142857142854,50.833333333333336,43.857142857142854,43.857142857142854,24,50.0,11
1567,7,2,4,43.60940695296524,0.0,48.333333333333336,47.1,67.33333333333333,67.33333333333333,22,63.63636363636363,1
1568,2,0,1,1.0638297872340425,0.0,43.333333333333336,51.5,47.77777777777778,47.77777777777778,37,60.0,-1
1569,13,2,2,50.649350649350644,20.0,61.25,56.714285714285715,36.0,36.0,7,40.0,-4
1570,9,3,2,81.75675675675676,50.0,49.333333333333336,56.142857142857146,72.66666666666667,72.66666666666667,13,46.15384615384615,8
1571,9,2,4,65.60747663551402,16.666666666666664,0.0,44.4,0.0,0.0,9,54.54545454545454,13
1572,7,0,1,98.62068965517241,30.0,66.25,38.714285714285715,37.0,37.0,37,50.0,13
1573,4,2,3,68.52791878172589,100.0,47.111111111111114,58.0,47.111111111111114,47.111111111111114,42,44.44444444444444,19
1574,5,1,4,45.8955223880597,0.0,48.0,60.9,69.85714285714286,69.85714285714286,69,25.0,3
1575,7,0,4,27.686973749380883,0.0,69.33333333333333,93.0,65.0,65.0,88,28.57142857142857,-6
1576,2,0,4,52.86885245901639,0.0,45.6,39.0,66.4,66.4,74,45.0,12
1577,3,0,2,11.397849462365592,0.0,50.333333333333336,80.66666666666667,35.0,35.0,10,55.55555555555556,-13
1578,3,0,6,82.98565840938721,100.0,42.666666666666664,43.6,74.0,74.0,37,55.55555555555556,25
1579,3,4,2,24.462890625,100.0,44.0,37.666666666666664,38.666666666666664,38.666666666666664,58,75.0,25
1580,1,0,6,78.37980010520779,10.0,36.333333333333336,57.333333333333336,46.333333333333336,46.333333333333336,27,33.33333333333333,4
1581,0,3,6,26.205552849488555,0.0,47.5,50.625,88.0,88.0,34,0.0,-8
1582,5,0,5,57.008244994110726,33.33333333333333,62.0,46.6,34.0,34.0,56,33.33333333333333,8
1583,7,4,1,97.36842105263158,12.5,53.0,67.75,55.333333333333336,55.333333333333336,5,70.0,4
1584,10,4,5,13.939670932358316,50.0,40.375,51.0,39.875,39.875,87,45.45454545454545,15
1585,14,2,2,51.48717948717949,44.44444444444444,55.7,42.42857142857143,40.2,40.2,86,56.25,21
1586,11,4,3,1.2216404886561953,33.33333333333333,42.0,41.0,60.0,60.0,86,100.0,21
1587,16,2,1,17.100371747211895,25.0,49.0,47.3,44.0,44.0,75,61.53846153846154,12
1588,12,4,6,41.544117647058826,66.66666666666666,59.9,45.125,65.9,65.9,4,58.333333333333336,4
1589,5,0,3,84.10596026490066,25.0,0.0,44.75,0.0,0.0,79,50.0,31
1590,9,1,2,7.368421052631578,0.0,71.2,43.0,59.4,59.4,44,58.333333333333336,-3
1591,4,3,6,57.31625084288604,100.0,64.44444444444444,37.5,53.333333333333336,53.333333333333336,71,38.88888888888889,23
1592,16,0,4,43.01075268817204,10.0,0.0,65.6,0.0,0.0,41,28.57142857142857,7
1593,15,2,3,96.07843137254902,0.0,44.166666666666664,75.0,47.333333333333336,47.333333333333336,99,64.28571428571429,20
1594,6,2,5,99.08952959028832,0.0,50.4,61.666666666666664,56.6,56.6,61,37.5,10
1595,10,0,5,2.343324250681199,66.66666666666666,39.8,54.0,37.6,37.6,70,66.66666666666666,15
1596,9,2,4,52.155771905424196,80.0,68.5,53.5,51.5,51.5,79,50.0,19
1597,4,4,1,24.09280190362879,60.0,27.125,0.0,38.25,38.25,63,75.0,31
1598,11,2,4,69.98784933171325,40.0,56.3,44.666666666666664,47.1,47.1,13,60.0,8
1599,15,0,5,87.78054862842892,50.0,70.33333333333333,54.44444444444444,35.666666666666664,35.666666666666664,88,50.0,20
1600,6,2,3,74.37699680511182,50.0,43.333333333333336,43.0,39.0,39.0,37,25.0,13
1601,6,2,3,42.877094972067034,85.71428571428571,48.57142857142857,46.5,55.285714285714285,55.285714285714285,78,62.5,25
1602,12,1,4,91.73014145810664,0.0,0.0,48.75,0.0,0.0,62,27.27272727272727,20
1603,4,4,6,29.321663019693656,100.0,56.5,0.0,61.833333333333336,61.833333333333336,3,20.0,11
1604,5,0,3,85.96321393998065,60.0,53.0,0.0,29.0,29.0,71,27.27272727272727,30
1605,8,0,1,90.75425790754258,62.5,40.375,32.2,62.25,62.25,87,33.33333333333333,31
1606,15,0,2,50.690607734806626,100.0,69.83333333333333,49.857142857142854,29.333333333333332,29.333333333333332,55,50.0,17
1607,2,4,3,30.280480824270178,100.0,36.25,56.0,55.75,55.75,11,30.0,8
1608,13,2,4,22.84263959390863,28.57142857142857,65.0,42.333333333333336,34.0,34.0,83,30.76923076923077,7
1609,10,1,2,15.367727771679473,57.14285714285714,25.333333333333332,59.833333333333336,41.0,41.0,30,54.54545454545454,8
1610,12,4,4,37.8099173553719,100.0,0.0,58.8,0.0,0.0,66,0.0,22
1611,7,2,5,10.427461139896373,25.0,0.0,52.125,0.0,0.0,77,37.5,16
1612,2,4,3,0.8823529411764706,100.0,0.0,22.0,0.0,0.0,90,60.0,38
1613,3,2,5,1.8581081081081081,75.0,42.0,44.75,59.833333333333336,59.833333333333336,13,45.45454545454545,3
1614,14,2,5,78.4776902887139,100.0,74.0,51.142857142857146,61.0,61.0,20,42.857142857142854,12
1615,16,0,3,94.6927374301676,77.77777777777779,58.7,5.0,58.9,58.9,50,50.0,31
1616,8,0,1,66.85082872928176,57.14285714285714,50.5,36.166666666666664,55.2,55.2,52,58.333333333333336,21
1617,15,0,1,39.48100092678406,0.0,0.0,31.0,0.0,0.0,68,45.45454545454545,20
1618,3,1,2,1.5025041736227045,66.66666666666666,0.0,44.4,0.0,0.0,88,42.857142857142854,26
1619,11,3,4,10.95360824742268,60.0,48.5,44.333333333333336,74.5,74.5,35,28.57142857142857,3
1620,12,4,5,96.08433734939759,33.33333333333333,47.833333333333336,0.0,49.333333333333336,49.333333333333336,87,66.66666666666666,37
1621,0,2,1,59.74889217134417,50.0,64.16666666666667,53.333333333333336,53.333333333333336,53.333333333333336,39,50.0,9
1622,13,2,2,41.2033511043412,71.42857142857143,55.75,18.5,79.5,79.5,91,83.33333333333334,33
1623,8,4,1,48.3349191246432,12.5,0.0,40.0,0.0,0.0,63,0.0,14
1624,9,4,6,38.08574277168494,0.0,45.5,69.4,28.0,28.0,85,72.72727272727273,10
1625,13,2,1,23.43444227005871,100.0,65.66666666666667,52.833333333333336,59.833333333333336,59.833333333333336,67,66.66666666666666,19
1626,16,0,5,26.964933494558647,0.0,50.9,21.5,29.6,29.6,21,66.66666666666666,3
1627,16,2,3,25.4416961130742,57.14285714285714,52.833333333333336,43.666666666666664,43.0,43.0,91,50.0,19
1628,7,0,1,94.26605504587155,14.285714285714285,53.25,65.2,59.0,59.0,97,50.0,20
1629,0,0,2,9.876543209876543,100.0,36.6,39.111111111111114,41.7,41.7,87,46.666666666666664,26
1630,13,0,4,83.72310570626755,100.0,42.166666666666664,52.375,29.833333333333332,29.833333333333332,29,28.57142857142857,19
1631,11,4,1,15.324675324675324,0.0,51.6,65.28571428571429,43.6,43.6,8,54.54545454545454,-10
1632,9,4,5,16.03095632946379,0.0,37.55555555555556,41.714285714285715,55.111111111111114,55.111111111111114,53,25.0,1
1633,6,2,1,79.92766726943941,28.57142857142857,39.0,43.333333333333336,58.333333333333336,58.333333333333336,87,20.0,21
1634,4,0,3,63.293985385047776,75.0,49.25,55.0,58.375,58.375,67,35.294117647058826,19
1635,4,3,2,65.09695290858726,0.0,69.0,50.666666666666664,41.333333333333336,41.333333333333336,89,63.63636363636363,13
1636,14,4,6,51.650165016501646,25.0,32.0,31.333333333333332,47.0,47.0,86,58.333333333333336,24
1637,14,1,4,99.58432304038006,44.44444444444444,44.833333333333336,69.2,55.333333333333336,55.333333333333336,22,50.0,11
1638,7,4,3,6.0246913580246915,0.0,46.6,56.8,51.4,51.4,50,55.55555555555556,0
1639,13,2,2,2.7607361963190185,66.66666666666666,65.1,56.666666666666664,48.1,48.1,73,44.44444444444444,7
1640,11,3,6,22.76843467011643,57.14285714285714,0.0,46.42857142857143,0.0,0.0,72,45.45454545454545,24
1641,14,1,4,34.090909090909086,33.33333333333333,53.8,52.666666666666664,50.8,50.8,87,33.33333333333333,11
1642,6,2,1,20.79741379310345,100.0,23.0,56.9,42.666666666666664,42.666666666666664,49,16.666666666666664,15
1643,10,3,2,53.15926892950391,83.33333333333334,65.0,47.6,54.5,54.5,84,50.0,23
1644,11,2,1,88.3629191321499,66.66666666666666,52.333333333333336,57.285714285714285,75.66666666666667,75.66666666666667,94,40.0,26
1645,11,4,5,27.388963660834452,66.66666666666666,59.5,54.42857142857143,42.75,42.75,29,45.45454545454545,4
1646,9,4,5,34.841628959276015,90.0,32.8,29.333333333333332,46.6,46.6,82,40.0,28
1647,10,0,6,34.474327628361856,22.22222222222222,20.5,49.166666666666664,34.0,34.0,80,60.0,19
1648,0,1,4,12.610770279481937,14.285714285714285,0.0,55.285714285714285,0.0,0.0,35,66.66666666666666,10
1649,5,3,6,5.721393034825871,37.5,49.55555555555556,0.0,32.666666666666664,32.666666666666664,81,46.15384615384615,19
1650,8,0,5,71.77637511271415,40.0,47.8,13.8,42.7,42.7,78,50.0,27
1651,2,3,4,5.529953917050691,50.0,0.0,66.66666666666667,0.0,0.0,77,45.45454545454545,17
1652,10,2,2,15.43778801843318,0.0,0.0,32.666666666666664,0.0,0.0,2,63.63636363636363,6
1653,8,0,6,10.756722951844903,71.42857142857143,77.25,39.666666666666664,61.0,61.0,98,42.857142857142854,14
1654,8,2,5,90.625,66.66666666666666,52.5,44.0,90.5,90.5,7,50.0,13
1655,6,2,3,1.3969732246798603,50.0,53.666666666666664,56.0,62.833333333333336,62.833333333333336,72,55.55555555555556,9
1656,9,4,4,37.88249694002448,100.0,50.55555555555556,66.0,56.77777777777778,56.77777777777778,34,53.333333333333336,12
1657,2,3,2,77.77777777777779,90.0,33.5,44.4,38.25,38.25,21,50.0,22
1658,0,0,1,72.80334728033473,100.0,36.75,46.75,47.0,47.0,29,33.33333333333333,20
1659,2,2,5,54.99219968798752,28.57142857142857,53.2,51.0,44.3,44.3,73,61.53846153846154,15
1660,8,2,2,64.09140369967355,0.0,59.333333333333336,65.6,88.66666666666667,88.66666666666667,54,66.66666666666666,6
1661,13,1,4,61.8905472636816,44.44444444444444,33.75,48.3,50.75,50.75,97,35.714285714285715,24
1662,10,0,6,74.56331877729258,42.857142857142854,57.0,58.6,33.25,33.25,14,16.666666666666664,0
1663,4,1,2,18.533969010727056,66.66666666666666,51.0,44.44444444444444,66.88888888888889,66.88888888888889,13,50.0,4
1664,12,4,2,60.56644880174292,87.5,49.5,32.0,17.0,17.0,74,70.0,31
1665,4,4,3,84.35689455388182,0.0,41.875,60.666666666666664,47.875,47.875,91,37.5,16
1666,10,0,3,71.31147540983606,60.0,28.0,0.0,67.0,67.0,86,20.0,34
1667,13,1,6,91.00671140939596,57.14285714285714,32.0,38.333333333333336,46.0,46.0,34,63.63636363636363,24
1668,15,2,2,27.615780445969122,70.0,47.75,69.5,51.25,51.25,0,69.23076923076923,2
1669,13,0,1,99.16974169741697,0.0,53.7,39.5,64.3,64.3,97,78.57142857142857,28
1670,6,2,2,86.32286995515696,100.0,61.8,63.666666666666664,44.0,44.0,65,38.88888888888889,22
1671,15,1,4,92.20430107526882,0.0,59.5,66.28571428571429,62.0,62.0,97,55.55555555555556,16
1672,14,4,5,29.657228017883757,22.22222222222222,65.28571428571429,54.75,61.0,61.0,41,70.0,2
1673,16,1,4,74.0343347639485,100.0,62.0,42.5,51.75,51.75,99,52.94117647058824,33
1674,15,0,4,99.47368421052632,33.33333333333333,41.0,56.833333333333336,42.5,42.5,23,75.0,16
1675,1,0,3,93.52941176470588,83.33333333333334,59.625,73.5,49.875,49.875,100,50.0,27
1676,12,0,3,75.10791366906476,0.0,66.66666666666667,48.57142857142857,52.333333333333336,52.333333333333336,61,42.857142857142854,7
1677,13,0,1,43.34038054968288,80.0,56.375,0.0,63.75,63.75,11,46.15384615384615,17
